STT,Mã học sinh,Họ và Tên,Lớp,Ngày sinh,HK,ĐĐGtx1,ĐĐGtx2,ĐĐGtx3,ĐĐGtx4,ĐĐGgk,ĐĐGck,"ĐTB 
mhk",Năm học,Môn,Học lực
6331,2502151726,Võ Hoàng Kiệt,6A5,25/03/2011,1,7,9,8,8,7.0,7.9,7.7,2023,Hóa,Khá
6332,2502151726,Võ Hoàng Kiệt,6A5,25/03/2011,1,9,9,7,9,6.9,8.7,8.2,2023,Anh,Giỏi
6333,2502151728,Nguyễn Thị Trang,6A5,22/02/2011,1,5,8,5,5,5.1,6.1,5.7,2023,Toán,Trung bình
6334,2502151728,Nguyễn Thị Trang,6A5,22/02/2011,1,8,8,7,8,6.9,8.4,7.8,2023,Lý,Khá
6335,2502151728,Nguyễn Thị Trang,6A5,22/02/2011,1,3,3,2,2,2.7,3.9,3.0,2023,Hóa,Kém
6336,2502151728,Nguyễn Thị Trang,6A5,22/02/2011,1,5,6,8,8,6.9,5.3,6.3,2023,Anh,Trung bình
6337,2502151730,Hoàng Duy Trung,6A5,27/02/2011,1,8,8,6,5,7.0,7.4,7.0,2023,Toán,Khá
6338,2502151730,Hoàng Duy Trung,6A5,27/02/2011,1,6,5,6,5,7.5,5.9,6.1,2023,Lý,Trung bình
6339,2502151730,Hoàng Duy Trung,6A5,27/02/2011,1,6,6,8,5,5.5,6.0,6.0,2023,Hóa,Trung bình
6340,2502151730,Hoàng Duy Trung,6A5,27/02/2011,1,6,6,8,7,6.6,7.0,6.8,2023,Anh,Khá
6341,2502151732,Phan Đức Khánh,6A5,13/02/2010,1,8,7,8,8,6.0,6.3,6.9,2023,Toán,Khá
6342,2502151732,Phan Đức Khánh,6A5,13/02/2010,1,7,5,5,5,6.8,7.3,6.4,2023,Lý,Trung bình
6343,2502151732,Phan Đức Khánh,6A5,13/02/2010,1,7,6,5,7,6.2,5.9,6.1,2023,Hóa,Trung bình
6344,2502151732,Phan Đức Khánh,6A5,13/02/2010,1,5,5,7,7,5.6,6.4,6.0,2023,Anh,Trung bình
6345,2502151734,Lý Ngọc Mai,6A5,05/12/2010,1,9,9,8,8,7.6,8.1,8.2,2023,Toán,Giỏi
6346,2502151734,Lý Ngọc Mai,6A5,05/12/2010,1,7,8,8,9,8.4,8.4,8.2,2023,Lý,Giỏi
6347,2502151734,Lý Ngọc Mai,6A5,05/12/2010,1,8,9,9,7,8.1,8.8,8.4,2023,Hóa,Giỏi
6348,2502151734,Lý Ngọc Mai,6A5,05/12/2010,1,9,7,8,9,8.0,8.3,8.2,2023,Anh,Giỏi
6349,2502151736,Lê Quỳnh Quỳnh,6A5,19/07/2011,1,7,8,8,8,7.3,8.8,8.0,2023,Toán,Giỏi
6350,2502151736,Lê Quỳnh Quỳnh,6A5,19/07/2011,1,9,9,8,8,6.7,7.2,7.7,2023,Lý,Khá
6351,2502151736,Lê Quỳnh Quỳnh,6A5,19/07/2011,1,7,8,8,8,8.2,8.8,8.2,2023,Hóa,Giỏi
6352,2502151736,Lê Quỳnh Quỳnh,6A5,19/07/2011,1,8,8,7,7,7.1,5.8,6.8,2023,Anh,Khá
6353,2502151738,Hoàng Thanh Linh,6A5,07/03/2011,1,8,7,9,9,7.3,8.0,8.0,2023,Toán,Giỏi
6354,2502151738,Hoàng Thanh Linh,6A5,07/03/2011,1,8,8,8,8,7.7,8.8,8.2,2023,Lý,Giỏi
6355,2502151738,Hoàng Thanh Linh,6A5,07/03/2011,1,9,9,7,7,7.8,7.6,7.8,2023,Hóa,Khá
6356,2502151738,Hoàng Thanh Linh,6A5,07/03/2011,1,7,7,9,7,8.2,7.4,7.6,2023,Anh,Khá
6357,2502151740,Ngô Tấn Hoàng,6A5,01/12/2011,1,5,5,4,6,4.6,3.8,4.5,2023,Toán,Yếu
6358,2502151740,Ngô Tấn Hoàng,6A5,01/12/2011,1,2,6,5,2,3.3,4.7,4.0,2023,Lý,Yếu
6359,2502151740,Ngô Tấn Hoàng,6A5,01/12/2011,1,6,6,3,5,3.0,3.0,3.9,2023,Hóa,Yếu
6360,2502151740,Ngô Tấn Hoàng,6A5,01/12/2011,1,2,4,3,3,2.7,3.1,3.0,2023,Anh,Kém
6361,2502151742,Phạm Mai Linh,6A6,04/08/2011,1,6,5,6,7,6.1,7.0,6.4,2023,Toán,Trung bình
6362,2502151742,Phạm Mai Linh,6A6,04/08/2011,1,8,5,6,8,6.3,6.2,6.5,2023,Lý,Khá
6363,2502151742,Phạm Mai Linh,6A6,04/08/2011,1,7,7,8,6,6.1,6.9,6.8,2023,Hóa,Khá
6364,2502151742,Phạm Mai Linh,6A6,04/08/2011,1,3,6,2,5,4.4,2.2,3.5,2023,Anh,Yếu
6365,2502151744,Dương Văn Khánh,6A6,10/03/2011,1,8,6,6,7,6.3,5.9,6.4,2023,Toán,Trung bình
6366,2502151744,Dương Văn Khánh,6A6,10/03/2011,1,6,4,3,2,3.0,4.1,3.7,2023,Lý,Yếu
6367,2502151744,Dương Văn Khánh,6A6,10/03/2011,1,4,5,4,2,3.8,2.9,3.5,2023,Hóa,Yếu
6368,2502151744,Dương Văn Khánh,6A6,10/03/2011,1,4,2,5,3,4.0,2.5,3.3,2023,Anh,Kém
6369,2502151746,Hoàng Cát Quỳnh,6A6,10/10/2011,1,5,2,5,4,3.5,3.3,3.7,2023,Toán,Yếu
6370,2502151746,Hoàng Cát Quỳnh,6A6,10/10/2011,1,6,6,2,5,2.8,4.7,4.3,2023,Lý,Yếu
6371,2502151746,Hoàng Cát Quỳnh,6A6,10/10/2011,1,4,4,3,4,2.8,3.5,3.5,2023,Hóa,Yếu
6372,2502151746,Hoàng Cát Quỳnh,6A6,10/10/2011,1,7,7,7,7,5.2,7.2,6.7,2023,Anh,Khá
6373,2502151748,Hồ Ngọc Nam,6A6,14/01/2011,1,6,7,5,7,7.3,6.3,6.5,2023,Toán,Khá
6374,2502151748,Hồ Ngọc Nam,6A6,14/01/2011,1,8,7,8,9,7.0,7.1,7.5,2023,Lý,Khá
6375,2502151748,Hồ Ngọc Nam,6A6,14/01/2011,1,8,5,8,5,7.2,6.6,6.7,2023,Hóa,Khá
6376,2502151748,Hồ Ngọc Nam,6A6,14/01/2011,1,8,8,9,7,7.1,7.7,7.7,2023,Anh,Khá
6377,2502151750,Phan Minh Dũng,6A6,07/01/2011,1,6,8,7,6,5.1,7.0,6.5,2023,Toán,Khá
6378,2502151750,Phan Minh Dũng,6A6,07/01/2011,1,8,9,7,8,7.4,8.3,8.0,2023,Lý,Giỏi
6379,2502151750,Phan Minh Dũng,6A6,07/01/2011,1,8,7,5,7,7.2,5.6,6.5,2023,Hóa,Khá
6380,2502151750,Phan Minh Dũng,6A6,07/01/2011,1,5,5,6,4,2.5,3.9,4.1,2023,Anh,Yếu
6381,2502151752,Hồ Quốc Bách,6A6,22/12/2011,1,7,8,7,9,7.5,7.1,7.5,2023,Toán,Khá
6382,2502151752,Hồ Quốc Bách,6A6,22/12/2011,1,9,7,8,7,7.6,8.0,7.8,2023,Lý,Khá
6383,2502151752,Hồ Quốc Bách,6A6,22/12/2011,1,8,10,9,9,8.2,9.4,9.0,2023,Hóa,Giỏi
6384,2502151752,Hồ Quốc Bách,6A6,22/12/2011,1,8,9,10,10,9.3,9.0,9.2,2023,Anh,Giỏi
6385,2502151754,Lê Văn Trung,6A6,15/12/2011,1,3,6,5,3,3.5,2.1,3.4,2023,Toán,Kém
6386,2502151754,Lê Văn Trung,6A6,15/12/2011,1,5,3,6,5,3.6,2.2,3.6,2023,Lý,Yếu
6387,2502151754,Lê Văn Trung,6A6,15/12/2011,1,6,2,6,4,3.1,3.6,3.9,2023,Hóa,Yếu
6388,2502151754,Lê Văn Trung,6A6,15/12/2011,1,2,5,6,4,3.8,4.6,4.3,2023,Anh,Yếu
6389,2502151756,Phạm Thanh Huy,6A6,17/02/2011,1,6,6,5,5,6.1,5.0,5.5,2023,Toán,Trung bình
6390,2502151756,Phạm Thanh Huy,6A6,17/02/2011,1,8,9,8,8,7.0,7.0,7.6,2023,Lý,Khá
6391,2502151756,Phạm Thanh Huy,6A6,17/02/2011,1,5,5,8,5,5.7,6.8,6.1,2023,Hóa,Trung bình
6392,2502151756,Phạm Thanh Huy,6A6,17/02/2011,1,2,6,6,2,3.8,4.5,4.1,2023,Anh,Yếu
6393,2502151758,Hồ Hải Khoa,6A6,21/12/2011,1,8,6,6,5,5.1,6.2,6.0,2023,Toán,Trung bình
6394,2502151758,Hồ Hải Khoa,6A6,21/12/2011,1,8,6,6,8,5.5,5.5,6.2,2023,Lý,Trung bình
6395,2502151758,Hồ Hải Khoa,6A6,21/12/2011,1,8,6,8,7,5.1,7.1,6.7,2023,Hóa,Khá
6396,2502151758,Hồ Hải Khoa,6A6,21/12/2011,1,6,8,5,7,6.5,5.7,6.2,2023,Anh,Trung bình
6397,2502151760,Trần Khánh Hoa,6A6,21/06/2011,1,8,9,8,9,9.7,8.7,8.8,2023,Toán,Giỏi
6398,2502151760,Trần Khánh Hoa,6A6,21/06/2011,1,10,9,9,10,8.4,9.9,9.4,2023,Lý,Giỏi
6399,2502151760,Trần Khánh Hoa,6A6,21/06/2011,1,8,7,9,8,8.3,8.5,8.2,2023,Hóa,Giỏi
6400,2502151760,Trần Khánh Hoa,6A6,21/06/2011,1,9,8,8,10,9.3,9.7,9.2,2023,Anh,Giỏi
6401,2502151762,Hoàng Kiều Trâm,6A6,17/01/2011,1,10,9,9,8,8.8,9.5,9.1,2023,Toán,Giỏi
6402,2502151762,Hoàng Kiều Trâm,6A6,17/01/2011,1,7,9,7,9,7.6,8.4,8.0,2023,Lý,Giỏi
6403,2502151762,Hoàng Kiều Trâm,6A6,17/01/2011,1,7,8,8,7,7.9,7.2,7.5,2023,Hóa,Khá
6404,2502151762,Hoàng Kiều Trâm,6A6,17/01/2011,1,6,5,8,7,5.2,5.2,5.8,2023,Anh,Trung bình
6405,2502151764,Hoàng Văn Khánh,6A6,23/07/2011,1,5,6,8,7,6.0,6.8,6.5,2023,Toán,Khá
6406,2502151764,Hoàng Văn Khánh,6A6,23/07/2011,1,6,7,7,6,6.1,5.1,5.9,2023,Lý,Trung bình
6407,2502151764,Hoàng Văn Khánh,6A6,23/07/2011,1,6,6,6,6,6.3,5.5,5.9,2023,Hóa,Trung bình
6408,2502151764,Hoàng Văn Khánh,6A6,23/07/2011,1,8,9,9,7,7.6,8.2,8.1,2023,Anh,Giỏi
6409,2502151766,Lý Ngọc Lâm,6A6,18/03/2011,1,10,9,9,10,9.1,8.7,9.1,2023,Toán,Giỏi
6410,2502151766,Lý Ngọc Lâm,6A6,18/03/2011,1,8,10,9,9,9.7,9.0,9.2,2023,Lý,Giỏi
6411,2502151766,Lý Ngọc Lâm,6A6,18/03/2011,1,10,9,10,9,8.9,9.1,9.2,2023,Hóa,Giỏi
6412,2502151766,Lý Ngọc Lâm,6A6,18/03/2011,1,8,7,7,9,8.2,8.6,8.1,2023,Anh,Giỏi
6413,2502151768,Đỗ Quang Dũng,6A6,17/02/2011,1,6,4,5,3,3.8,3.3,3.9,2023,Toán,Yếu
6414,2502151768,Đỗ Quang Dũng,6A6,17/02/2011,1,5,5,4,5,2.6,2.2,3.4,2023,Lý,Kém
6415,2502151768,Đỗ Quang Dũng,6A6,17/02/2011,1,2,2,3,3,4.1,2.7,2.9,2023,Hóa,Kém
6416,2502151768,Đỗ Quang Dũng,6A6,17/02/2011,1,8,7,6,7,5.4,5.8,6.2,2023,Anh,Trung bình
6417,2502151770,Đỗ Như Trúc,6A6,09/03/2011,1,9,9,7,8,7.1,8.6,8.1,2023,Toán,Giỏi
6418,2502151770,Đỗ Như Trúc,6A6,09/03/2011,1,8,8,8,9,7.5,8.4,8.1,2023,Lý,Giỏi
6419,2502151770,Đỗ Như Trúc,6A6,09/03/2011,1,7,9,8,9,8.4,8.1,8.2,2023,Hóa,Giỏi
6420,2502151770,Đỗ Như Trúc,6A6,09/03/2011,1,7,8,7,8,8.2,7.4,7.6,2023,Anh,Khá
6421,2502151772,Bùi Kim Linh,6A6,18/10/2010,1,6,7,6,7,5.4,5.2,5.8,2023,Toán,Trung bình
6422,2502151772,Bùi Kim Linh,6A6,18/10/2010,1,5,8,6,7,7.0,6.0,6.4,2023,Lý,Trung bình
6423,2502151772,Bùi Kim Linh,6A6,18/10/2010,1,2,5,6,6,4.1,4.4,4.5,2023,Hóa,Yếu
6424,2502151772,Bùi Kim Linh,6A6,18/10/2010,1,6,7,8,5,7.4,6.2,6.6,2023,Anh,Khá
6425,2502151774,Ngô Ngọc Tú,6A6,10/06/2011,1,8,8,7,7,7.6,8.3,7.8,2023,Toán,Khá
6426,2502151774,Ngô Ngọc Tú,6A6,10/06/2011,1,5,5,6,5,5.4,7.2,5.9,2023,Lý,Trung bình
6427,2502151774,Ngô Ngọc Tú,6A6,10/06/2011,1,9,7,7,9,7.2,7.7,7.7,2023,Hóa,Khá
6428,2502151774,Ngô Ngọc Tú,6A6,10/06/2011,1,6,5,8,6,5.3,5.4,5.8,2023,Anh,Trung bình
6429,2502151776,Đỗ Minh Tuấn,6A6,06/09/2012,1,9,9,8,9,10.0,9.9,9.4,2023,Toán,Giỏi
6430,2502151776,Đỗ Minh Tuấn,6A6,06/09/2012,1,9,8,10,8,8.8,10.0,9.2,2023,Lý,Giỏi
6431,2502151776,Đỗ Minh Tuấn,6A6,06/09/2012,1,8,8,9,9,8.6,9.9,9.0,2023,Hóa,Giỏi
6432,2502151776,Đỗ Minh Tuấn,6A6,06/09/2012,1,8,9,10,8,8.5,8.7,8.7,2023,Anh,Giỏi
6433,2502151778,Phan Hải Khoa,6A6,11/07/2010,1,10,9,9,10,9.7,9.2,9.4,2023,Toán,Giỏi
6434,2502151778,Phan Hải Khoa,6A6,11/07/2010,1,10,8,8,10,8.2,9.0,8.8,2023,Lý,Giỏi
6435,2502151778,Phan Hải Khoa,6A6,11/07/2010,1,10,8,8,8,8.8,8.9,8.7,2023,Hóa,Giỏi
6436,2502151778,Phan Hải Khoa,6A6,11/07/2010,1,8,8,10,10,8.8,9.0,9.0,2023,Anh,Giỏi
6437,2502151780,Hồ Phúc Đông,6A6,23/02/2011,1,8,8,9,9,6.6,7.4,7.7,2023,Toán,Khá
6438,2502151780,Hồ Phúc Đông,6A6,23/02/2011,1,8,9,9,9,6.9,7.1,7.8,2023,Lý,Khá
6439,2502151780,Hồ Phúc Đông,6A6,23/02/2011,1,7,8,5,8,5.6,5.5,6.2,2023,Hóa,Trung bình
6440,2502151780,Hồ Phúc Đông,6A6,23/02/2011,1,9,7,8,8,7.2,7.3,7.6,2023,Anh,Khá
6441,2502151782,Trần Ngọc Thảo,6A6,23/07/2011,1,8,8,6,8,5.0,5.5,6.3,2023,Toán,Trung bình
6442,2502151782,Trần Ngọc Thảo,6A6,23/07/2011,1,6,7,8,7,5.1,6.7,6.5,2023,Lý,Khá
6443,2502151782,Trần Ngọc Thảo,6A6,23/07/2011,1,6,5,8,5,6.5,5.9,6.1,2023,Hóa,Trung bình
6444,2502151782,Trần Ngọc Thảo,6A6,23/07/2011,1,8,8,8,8,6.4,6.5,7.1,2023,Anh,Khá
6445,2502151784,Trần Hữu Bách,6A6,21/03/2011,1,6,5,5,7,6.4,7.0,6.3,2023,Toán,Trung bình
6446,2502151784,Trần Hữu Bách,6A6,21/03/2011,1,5,4,5,2,2.9,4.9,4.1,2023,Lý,Yếu
6447,2502151784,Trần Hữu Bách,6A6,21/03/2011,1,2,6,2,2,2.9,2.3,2.7,2023,Hóa,Kém
6448,2502151784,Trần Hữu Bách,6A6,21/03/2011,1,4,2,5,4,3.8,3.2,3.6,2023,Anh,Yếu
6449,2502151786,Nguyễn Quỳnh Hà,6A6,31/08/2011,1,7,8,7,8,6.9,7.3,7.3,2023,Toán,Khá
6450,2502151786,Nguyễn Quỳnh Hà,6A6,31/08/2011,1,8,5,6,8,6.0,6.1,6.4,2023,Lý,Trung bình
6451,2502151786,Nguyễn Quỳnh Hà,6A6,31/08/2011,1,8,9,8,9,8.2,7.5,8.1,2023,Hóa,Giỏi
6452,2502151786,Nguyễn Quỳnh Hà,6A6,31/08/2011,1,7,7,8,7,8.3,7.1,7.4,2023,Anh,Khá
6453,2502151788,Trần Hữu Trung,6A6,31/12/2011,1,8,7,5,7,6.8,5.6,6.4,2023,Toán,Trung bình
6454,2502151788,Trần Hữu Trung,6A6,31/12/2011,1,8,6,8,7,6.7,5.7,6.6,2023,Lý,Khá
6455,2502151788,Trần Hữu Trung,6A6,31/12/2011,1,6,5,5,7,5.9,6.2,5.9,2023,Hóa,Trung bình
6456,2502151788,Trần Hữu Trung,6A6,31/12/2011,1,5,6,5,6,6.2,6.4,6.0,2023,Anh,Trung bình
6457,2502151790,Lý Thanh Hoàng,6A6,02/06/2010,1,7,9,9,9,8.5,8.5,8.5,2023,Toán,Giỏi
6458,2502151790,Lý Thanh Hoàng,6A6,02/06/2010,1,9,8,9,8,7.7,9.0,8.5,2023,Lý,Giỏi
6459,2502151790,Lý Thanh Hoàng,6A6,02/06/2010,1,9,8,7,8,8.3,7.4,7.9,2023,Hóa,Khá
6460,2502151790,Lý Thanh Hoàng,6A6,02/06/2010,1,8,9,8,8,6.8,7.2,7.6,2023,Anh,Khá
6461,2502151792,Hồ Thanh Khánh,6A6,20/10/2010,1,9,10,10,9,8.1,8.7,8.9,2023,Toán,Giỏi
6462,2502151792,Hồ Thanh Khánh,6A6,20/10/2010,1,8,10,10,8,9.1,9.5,9.2,2023,Lý,Giỏi
6463,2502151792,Hồ Thanh Khánh,6A6,20/10/2010,1,7,9,9,9,8.0,8.7,8.5,2023,Hóa,Giỏi
6464,2502151792,Hồ Thanh Khánh,6A6,20/10/2010,1,9,7,8,7,8.1,7.6,7.8,2023,Anh,Khá
6465,2502151794,Hồ Minh Trúc,6A6,23/08/2011,1,2,4,2,4,4.5,3.7,3.6,2023,Toán,Yếu
6466,2502151794,Hồ Minh Trúc,6A6,23/08/2011,1,2,2,3,4,3.7,2.8,3.0,2023,Lý,Kém
6467,2502151794,Hồ Minh Trúc,6A6,23/08/2011,1,3,6,5,3,4.5,2.8,3.8,2023,Hóa,Yếu
6468,2502151794,Hồ Minh Trúc,6A6,23/08/2011,1,3,3,5,4,3.6,3.0,3.5,2023,Anh,Yếu
6469,2502151796,Hồ Văn Bách,6A6,06/03/2010,1,7,6,6,7,5.9,6.5,6.4,2023,Toán,Trung bình
6470,2502151796,Hồ Văn Bách,6A6,06/03/2010,1,8,5,7,6,5.6,6.3,6.2,2023,Lý,Trung bình
6471,2502151796,Hồ Văn Bách,6A6,06/03/2010,1,7,8,8,9,7.8,7.3,7.7,2023,Hóa,Khá
6472,2502151796,Hồ Văn Bách,6A6,06/03/2010,1,6,8,7,6,6.1,7.0,6.7,2023,Anh,Khá
6473,2502151798,Lê Kim Phương,6A6,18/04/2011,1,5,6,3,2,3.9,3.6,3.8,2023,Toán,Yếu
6474,2502151798,Lê Kim Phương,6A6,18/04/2011,1,6,2,3,3,3.3,4.9,3.9,2023,Lý,Yếu
6475,2502151798,Lê Kim Phương,6A6,18/04/2011,1,8,8,5,7,7.2,6.9,7.0,2023,Hóa,Khá
6476,2502151798,Lê Kim Phương,6A6,18/04/2011,1,6,2,6,5,2.5,2.0,3.3,2023,Anh,Kém
6477,2502151800,Lý Hữu Lâm,6A6,05/03/2011,1,8,5,8,6,5.9,7.3,6.7,2023,Toán,Khá
6478,2502151800,Lý Hữu Lâm,6A6,05/03/2011,1,7,5,5,8,5.9,5.5,5.9,2023,Lý,Trung bình
6479,2502151800,Lý Hữu Lâm,6A6,05/03/2011,1,5,8,5,6,6.7,5.9,6.1,2023,Hóa,Trung bình
6480,2502151800,Lý Hữu Lâm,6A6,05/03/2011,1,6,6,8,8,5.0,6.0,6.2,2023,Anh,Trung bình
6481,2502151082,Võ Thanh Trung,7A1,05/02/2010,1,4,3,5,5,4.8,3.7,4.2,2023,Toán,Yếu
6482,2502151082,Võ Thanh Trung,7A1,05/02/2010,1,3,4,3,5,2.7,2.4,3.1,2023,Lý,Kém
6483,2502151082,Võ Thanh Trung,7A1,05/02/2010,1,5,7,6,6,5.6,5.0,5.6,2023,Hóa,Trung bình
6484,2502151082,Võ Thanh Trung,7A1,05/02/2010,1,6,7,8,8,5.7,6.9,6.8,2023,Anh,Khá
6485,2502151084,Đỗ Đức Khánh,7A1,24/06/2010,1,8,8,8,8,9.8,9.0,8.7,2023,Toán,Giỏi
6486,2502151084,Đỗ Đức Khánh,7A1,24/06/2010,1,10,9,10,8,9.2,10.0,9.5,2023,Lý,Giỏi
6487,2502151084,Đỗ Đức Khánh,7A1,24/06/2010,1,10,9,8,8,8.8,9.1,8.9,2023,Hóa,Giỏi
6488,2502151084,Đỗ Đức Khánh,7A1,24/06/2010,1,8,9,9,8,8.0,9.8,8.8,2023,Anh,Giỏi
6489,2502151086,Vũ Tấn Khang,7A1,19/07/2010,1,5,6,7,5,5.6,5.9,5.8,2023,Toán,Trung bình
6490,2502151086,Vũ Tấn Khang,7A1,19/07/2010,1,8,7,6,8,6.1,5.2,6.3,2023,Lý,Trung bình
6491,2502151086,Vũ Tấn Khang,7A1,19/07/2010,1,5,4,5,3,3.3,4.2,4.0,2023,Hóa,Yếu
6492,2502151086,Vũ Tấn Khang,7A1,19/07/2010,1,7,7,6,6,6.3,6.6,6.5,2023,Anh,Khá
6493,2502151088,Phạm Văn Kiệt,7A1,19/07/2010,1,8,8,9,10,8.4,9.0,8.8,2023,Toán,Giỏi
6494,2502151088,Phạm Văn Kiệt,7A1,19/07/2010,1,10,9,10,8,9.6,9.4,9.4,2023,Lý,Giỏi
6495,2502151088,Phạm Văn Kiệt,7A1,19/07/2010,1,10,10,8,10,8.5,9.8,9.4,2023,Hóa,Giỏi
6496,2502151088,Phạm Văn Kiệt,7A1,19/07/2010,1,9,9,9,9,9.1,10.0,9.4,2023,Anh,Giỏi
6497,2502151090,Nguyễn Văn Hoàng,7A1,22/01/2010,1,7,8,7,7,7.8,8.0,7.6,2023,Toán,Khá
6498,2502151090,Nguyễn Văn Hoàng,7A1,22/01/2010,1,9,8,8,7,8.4,7.6,8.0,2023,Lý,Giỏi
6499,2502151090,Nguyễn Văn Hoàng,7A1,22/01/2010,1,7,7,9,9,7.8,7.6,7.8,2023,Hóa,Khá
6500,2502151090,Nguyễn Văn Hoàng,7A1,22/01/2010,1,7,7,8,8,8.5,8.0,7.9,2023,Anh,Khá
6501,2502151092,Đặng Thanh Chi,7A1,06/02/2010,1,7,8,8,7,6.7,7.4,7.3,2023,Toán,Khá
6502,2502151092,Đặng Thanh Chi,7A1,06/02/2010,1,9,10,8,8,9.3,9.4,9.1,2023,Lý,Giỏi
6503,2502151092,Đặng Thanh Chi,7A1,06/02/2010,1,9,8,8,10,8.7,9.1,8.9,2023,Hóa,Giỏi
6504,2502151092,Đặng Thanh Chi,7A1,06/02/2010,1,10,10,9,8,9.6,9.1,9.3,2023,Anh,Giỏi
6505,2502151094,Hồ Tấn Nam,7A1,20/11/2010,1,9,8,9,8,9.5,8.8,8.8,2023,Toán,Giỏi
6506,2502151094,Hồ Tấn Nam,7A1,20/11/2010,1,9,9,10,9,9.9,8.8,9.2,2023,Lý,Giỏi
6507,2502151094,Hồ Tấn Nam,7A1,20/11/2010,1,9,9,10,10,9.9,9.2,9.5,2023,Hóa,Giỏi
6508,2502151094,Hồ Tấn Nam,7A1,20/11/2010,1,9,9,10,9,8.8,9.4,9.2,2023,Anh,Giỏi
6509,2502151096,Dương Ngọc Trang,7A1,12/11/2010,1,7,8,9,9,7.3,7.4,7.8,2023,Toán,Khá
6510,2502151096,Dương Ngọc Trang,7A1,12/11/2010,1,7,9,7,7,6.9,8.0,7.5,2023,Lý,Khá
6511,2502151096,Dương Ngọc Trang,7A1,12/11/2010,1,9,9,9,9,8.4,8.6,8.7,2023,Hóa,Giỏi
6512,2502151096,Dương Ngọc Trang,7A1,12/11/2010,1,8,7,7,9,8.4,8.3,8.1,2023,Anh,Giỏi
6513,2502151098,Phan Ngọc Chi,7A1,14/06/2010,1,8,5,8,5,5.7,6.5,6.3,2023,Toán,Trung bình
6514,2502151098,Phan Ngọc Chi,7A1,14/06/2010,1,5,7,5,7,6.8,5.9,6.1,2023,Lý,Trung bình
6515,2502151098,Phan Ngọc Chi,7A1,14/06/2010,1,5,8,5,6,6.4,6.5,6.3,2023,Hóa,Trung bình
6516,2502151098,Phan Ngọc Chi,7A1,14/06/2010,1,7,6,8,5,7.0,6.3,6.5,2023,Anh,Khá
6517,2502151100,Lê Ngọc Khánh,7A1,13/08/2010,1,7,7,9,8,7.6,8.4,7.9,2023,Toán,Khá
6518,2502151100,Lê Ngọc Khánh,7A1,13/08/2010,1,5,7,5,5,6.4,6.0,5.9,2023,Lý,Trung bình
6519,2502151100,Lê Ngọc Khánh,7A1,13/08/2010,1,7,9,8,9,6.8,8.8,8.1,2023,Hóa,Giỏi
6520,2502151100,Lê Ngọc Khánh,7A1,13/08/2010,1,6,7,8,5,7.3,6.3,6.6,2023,Anh,Khá
6521,2502151102,Nguyễn Minh Dũng,7A1,31/10/2010,1,5,8,5,6,5.1,6.8,6.1,2023,Toán,Trung bình
6522,2502151102,Nguyễn Minh Dũng,7A1,31/10/2010,1,6,7,8,5,5.2,5.1,5.7,2023,Lý,Trung bình
6523,2502151102,Nguyễn Minh Dũng,7A1,31/10/2010,1,8,6,5,6,7.3,7.2,6.8,2023,Hóa,Khá
6524,2502151102,Nguyễn Minh Dũng,7A1,31/10/2010,1,7,7,5,6,6.5,5.4,6.0,2023,Anh,Trung bình
6525,2502151104,Đỗ Hữu Lâm,7A1,03/05/2010,1,2,5,3,3,3.0,4.4,3.6,2023,Toán,Yếu
6526,2502151104,Đỗ Hữu Lâm,7A1,03/05/2010,1,6,7,6,6,5.6,6.4,6.2,2023,Lý,Trung bình
6527,2502151104,Đỗ Hữu Lâm,7A1,03/05/2010,1,4,2,2,2,4.9,3.9,3.5,2023,Hóa,Yếu
6528,2502151104,Đỗ Hữu Lâm,7A1,03/05/2010,1,6,6,5,5,4.8,2.7,4.4,2023,Anh,Yếu
6529,2502151106,Đỗ Quỳnh Ngọc,7A1,03/01/2010,1,8,6,8,8,6.0,6.1,6.7,2023,Toán,Khá
6530,2502151106,Đỗ Quỳnh Ngọc,7A1,03/01/2010,1,6,6,8,5,6.6,6.8,6.5,2023,Lý,Khá
6531,2502151106,Đỗ Quỳnh Ngọc,7A1,03/01/2010,1,6,6,8,8,5.8,5.8,6.3,2023,Hóa,Trung bình
6532,2502151106,Đỗ Quỳnh Ngọc,7A1,03/01/2010,1,7,8,7,8,5.7,5.1,6.3,2023,Anh,Trung bình
6533,2502151108,Võ Quỳnh Hương,7A1,10/04/2010,1,8,7,7,8,7.6,7.6,7.6,2023,Toán,Khá
6534,2502151108,Võ Quỳnh Hương,7A1,10/04/2010,1,10,10,10,9,9.6,9.4,9.6,2023,Lý,Giỏi
6535,2502151108,Võ Quỳnh Hương,7A1,10/04/2010,1,8,10,10,10,8.9,8.6,9.1,2023,Hóa,Giỏi
6536,2502151108,Võ Quỳnh Hương,7A1,10/04/2010,1,10,10,8,8,8.4,9.6,9.1,2023,Anh,Giỏi
6537,2502151110,Lý Văn Hùng,7A1,26/05/2010,1,9,8,7,9,6.9,7.2,7.6,2023,Toán,Khá
6538,2502151110,Lý Văn Hùng,7A1,26/05/2010,1,8,7,9,9,7.6,8.5,8.2,2023,Lý,Giỏi
6539,2502151110,Lý Văn Hùng,7A1,26/05/2010,1,7,9,9,8,7.7,7.5,7.9,2023,Hóa,Khá
6540,2502151110,Lý Văn Hùng,7A1,26/05/2010,1,7,7,9,8,8.5,9.0,8.3,2023,Anh,Giỏi
